num_pages,ratings_count,text_reviews_count,log_ratings_count,log_text_reviews_count,reviews_per_rating,publisher_te,primary_author_te,average_rating
652.0,2095690,27591,14.555393889891011,10.225281154616678,0.013165585957090048,4.0048339206307615,4.348564122779633,4.57
870.0,2153167,29221,14.582450803957167,10.28267712923203,0.013571165835643108,4.0048339206307615,4.348564122779633,4.49
352.0,6333,244,8.753687227098585,5.501258210544727,0.03852226081465109,3.966073957546686,4.348564122779633,4.42
435.0,2339585,36325,14.665484548604228,10.500289017309388,0.015526251225644196,4.0048339206307615,4.348564122779633,4.56
1174.7200000000012,41428,164,10.631736397681422,5.10594547390058,0.003958579738830288,3.966073957546686,4.348564122779633,4.78
152.0,19,1,2.995732273553991,0.6931471805599453,0.05,3.9238928925649863,3.904131279005015,3.74
1174.7200000000012,28242,808,10.248600918259545,6.695798917058491,0.028608858832277026,3.966073957546686,4.348564122779633,4.73
815.0,3628,254,8.19671240721307,5.541263545158426,0.0699917332598512,4.089616529326413,4.111075178431293,4.38
815.0,249558,4080,12.427450639164283,8.314097335405807,0.01634883935261802,3.91909721336064,4.111075178431293,4.38
215.0,4930,460,8.503297086224126,6.133398042996649,0.09328736564591361,3.901245892618089,4.111075178431293,4.22
6.0,1266,253,7.144407180321139,5.537334267018537,0.19968429360694553,3.9653762831280814,4.111075178431293,4.22
815.0,2877,195,7.964850887447313,5.278114659230517,0.06775538568450312,3.9238928925649863,4.111075178431293,4.38
544.0,248558,9396,12.423435520885358,9.148145768383065,0.03780189009450473,3.880189494483178,3.9394297022578035,4.21
55.0,7270,499,8.891649112650057,6.214608098422191,0.06862879933984321,3.880189494483178,3.9394297022578035,3.44
256.0,2088,131,7.644440761556566,4.882801922586371,0.0627094303494495,3.880189494483178,3.9394297022578035,3.87
335.0,72451,4245,11.190679552612806,8.353732642263202,0.058590515099652185,3.880189494483178,3.9394297022578035,4.07
304.0,49240,2211,10.804481888784291,7.701652362642226,0.04490160638492313,3.880189494483178,3.9394297022578035,3.9
299.0,45712,2257,10.73013800032508,7.722234744709607,0.0493732636230394,3.8014879437427576,3.9394297022578035,3.83
254.0,48701,2238,10.79347537598923,7.713784616598755,0.0459529382776888,3.8014879437427576,3.9394297022578035,3.86
324.0,80609,3301,11.297377990277647,8.102283624480073,0.04095025431087954,3.8014879437427576,3.9394297022578035,3.91
270.0,28489,2085,10.257308427491955,7.643003635560718,0.07318357318357319,3.8014879437427576,3.9394297022578035,3.93
1174.7200000000012,101233,1550,11.52518994779021,7.346655163176539,0.015311061501076714,3.8788388323019967,4.1757570520411065,4.59
1174.7200000000012,1710,91,7.444833273892193,4.5217885770490405,0.053185271770894216,4.048799595398113,4.1757570520411065,4.5
398.0,2128944,13670,14.571137109817167,9.523032079931992,0.006421020740319736,4.048799595398113,4.1757570520411065,4.36
1174.7200000000012,1618,140,7.389563953677635,4.948759890378168,0.08647313156269303,4.048799595398113,4.1757570520411065,4.5
218.0,19822,46,9.894598158690211,3.8501476017100584,0.0023205367502396206,4.048799595398113,3.904131279005015,4.53
224.0,359,6,5.886104031450156,1.9459101490553132,0.016666666666666666,4.048799595398113,4.035798583893394,4.5
558.0,1430,59,7.266128779556451,4.0943445622221,0.04122990915443746,3.9238928925649863,3.904131279005015,3.84
208.0,270244,12017,12.507084233942697,9.394160804893874,0.04446705766989213,3.9238928925649863,3.9559517749710302,3.72
48.0,36,2,3.6109179126442243,1.0986122886681098,0.05405405405405406,3.9238928925649863,3.904131279005015,4.0
144.0,2067,334,7.63433723562832,5.814130531825066,0.16150870406189555,3.881827863375268,3.9559517749710302,3.88
56.0,6,0,1.9459101490553132,0.0,0.0,3.9238928925649863,3.904131279005015,4.33
228.0,99,16,4.605170185988092,2.833213344056216,0.16,3.9464172806594324,3.904131279005015,3.45
304.0,167,4,5.123963979403259,1.6094379124341003,0.023809523809523808,3.9238928925649863,3.9740590087253755,3.76
256.0,978,111,6.88653164253051,4.718498871295094,0.11338100102145046,3.9238928925649863,3.8207985838933936,3.6
137.0,4454,302,8.40178233990491,5.713732805509369,0.06778900112233445,3.936199237481058,3.9306987609067194,4.06
228.0,1176,96,7.0707241072602764,4.574710978503383,0.08156329651656755,3.9238928925649863,3.936512869607679,4.17
339.0,301,43,5.71042701737487,3.784189633918261,0.1423841059602649,4.045049173937813,3.904131279005015,3.55
369.0,345,12,5.846438775057725,2.5649493574615367,0.03468208092485549,3.8411766763615285,3.904131279005015,3.98
388.0,29686,2626,10.298464518529904,7.87359778968554,0.08845622663118537,3.9110590087253754,3.9044487609067198,3.83
14.0,55,12,4.02535169073515,2.5649493574615367,0.21428571428571427,3.9067322319170845,3.9044487609067198,3.83
576.0,22,3,3.1354942159291497,1.3862943611198906,0.13043478260869565,3.91802360349015,3.9044487609067198,3.83
334.0,1456,82,7.284134806195205,4.418840607796598,0.05628002745367193,3.9238928925649863,3.904131279005015,3.83
352.0,52,4,3.970291913552122,1.6094379124341003,0.07547169811320754,3.9238928925649863,3.904131279005015,4.13
416.0,562,37,6.333279628139691,3.6375861597263857,0.06571936056838366,4.046689807343284,4.062326371568523,4.42
248.0,1630,203,7.396948602621014,5.318119993844216,0.12446351931330472,3.8590590087253758,4.062326371568523,3.95
